Artist Name,Track Name,Popularity,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
3 Doors Down,Your Arms Feel Like home,37.0,0.5479999999999999,0.7090000000000001,-6.557,0,0.0273,0.00678,3.82e-06,0.10400000000000001,0.191,119.99799999999999,224213.0,4,10
ARXX,Deep,33.0,0.65,0.6,-10.615,0,0.04,0.0278,0.00121,0.8109999999999999,0.795,110.016,180203.0,4,10
Crown Lands,Howlin' Back Again,39.0,0.494,0.9690000000000001,-2.694,1,0.222,0.172,0.00158,0.14800000000000002,0.165,121.214,169808.0,4,10
The Undercover Dream Lovers,Get to You,42.0,0.7609999999999999,0.7070000000000001,-6.207999999999999,0,0.0356,0.68,0.42100000000000004,0.0969,0.893,113.976,208421.0,4,6
A Scent Like Wolves,Telephone,39.0,0.5529999999999999,0.9390000000000001,-4.04,0,0.0795,0.000833,0.000181,0.40399999999999997,0.369,124.984,198840.0,4,8
Idan Rafael Haviv,◊©◊ú◊û◊ô◊ù,55.0,0.41700000000000004,0.355,-12.372,1,0.0599,0.847,4.18e-05,0.113,0.0914,86.07799999999999,221025.0,4,9
Otis Junior,When It's Sweet,30.0,0.8240000000000001,0.489,-5.669,0,0.0692,0.302,,0.0887,0.7709999999999999,86.815,160250.0,4,1
Madhav Gopi Nair,Mukti,17.0,0.349,0.336,-11.110999999999999,1,0.0292,0.723,0.9129999999999999,0.154,0.062,112.96600000000001,111765.0,5,6
The Sequence,Funk You Up - 12'' Version,24.0,0.9209999999999999,0.768,-5.735,1,0.311,0.507,0.0007379999999999999,0.053,0.775,103.713,652320.0,4,5
Advaita,Ghir Ghir,33.0,0.601,0.728,-10.469000000000001,1,0.0436,0.37799999999999995,0.726,0.368,0.862,137.99,5.09355,3,0
John Campbell,Devil in My Closet,30.0,0.353,0.495,-11.503,1,0.0344,0.00011899999999999999,0.0119,0.13,0.5670000000000001,81.018,360600.0,4,2
Dan + Shay,Glad You Exist,79.0,0.748,0.551,-6.12,1,0.0349,0.235,,0.11900000000000001,0.66,103.95299999999999,2.408883333,4,4
Gymshorts,Gotta Get Away,23.0,0.15,0.843,-8.369,1,0.0439,0.000127,0.502,0.665,0.7290000000000001,180.03400000000002,145932.0,4,1
Liz Phair,Fuck and Run,47.0,0.774,0.64,-7.949,1,0.0333,0.743,0.0316,0.08800000000000001,0.9470000000000001,136.226,187933.0,4,1
Stephen Taranto,Pixel Heart: Verdant,28.0,0.373,0.9640000000000001,-7.925,0,0.0798,0.000152,0.7909999999999999,0.109,0.207,83.958,312363.0,4,8
Deep Purple,Gettin' Tighter,43.0,0.42,0.831,-9.068999999999999,1,0.0754,0.00028,0.0711,0.153,0.752,120.867,218173.0,4,10
Loyle Carner,Yesterday,60.0,0.428,0.98,-2.975,0,0.44299999999999995,0.0734,,0.127,0.423,92.035,168654.0,4,5
Nickelback,Rockstar,70.0,0.616,0.91,-3.0039999999999996,1,0.0386,0.0459,,0.34299999999999997,0.693,144.072,252040.0,4,10
Post Malone,Motley Crew,90.0,0.797,0.631,-3.818,0,0.0786,0.0904,3.71e-06,0.0998,0.28800000000000003,129.915,3.07021667,4,9
Yehudit Ravitz,◊®◊ó◊ë◊™ ◊î◊®◊ô◊ß◊ï◊ì◊ô◊ù,20.0,0.418,0.7609999999999999,-8.285,1,0.0557,0.295,1.37e-06,0.36,0.467,152.472,298693.0,4,10
Olivia Rodrigo,good 4 u,99.0,0.563,0.664,-5.044,1,0.154,0.335,,0.0849,0.688,166.928,2.96911667,4,9
Rema,Bounce,59.0,0.46299999999999997,0.847,-6.776,0,0.0511,0.0307,,0.11699999999999999,0.625,114.962,187783.0,4,9
Charlie Puth,Cheating on You,75.0,0.7490000000000001,0.535,-6.785,1,0.0336,0.0131,3.65e-05,0.0982,0.601,123.042,196607.0,4,9
Ravid Plotnik,◊†◊¢◊†◊¢,46.0,0.7090000000000001,0.337,-13.14,1,0.106,0.447,0.000162,0.846,0.387,68.0,320333.0,4,5
Ulver,Little Boy,33.0,0.28300000000000003,0.41,-14.35,1,0.0423,0.00106,0.287,0.109,0.0612,91.12700000000001,323430.0,4,10
Alien Ant Farm,Smooth Criminal,75.0,0.653,0.9640000000000001,-4.261,0,0.0582,0.00316,0.00512,0.14400000000000002,0.87,126.928,209267.0,4,9
Live,Selling The Drama,57.0,0.45,0.914,-6.7410000000000005,1,0.0647,0.0106,8.18e-05,0.10099999999999999,0.336,124.42,208293.0,4,10
Something Corporate,Punk Rock Princess,51.0,0.522,0.8809999999999999,-5.231,1,0.0847,0.00303,0.000147,0.0939,0.369,130.084,232200.0,4,10
Buzzcocks,Ever Fallen in Love (With Someone You Shouldn't've)?,64.0,0.266,0.831,-9.07,1,0.0453,0.0008619999999999999,,0.0555,0.778,175.514,163693.0,4,10
Enamour,Dragonfly,32.0,0.754,0.795,-9.793,0,0.0384,0.0186,0.9059999999999999,0.0852,0.21,122.007,259606.0,4,9
mehro,chance with you,52.0,0.562,0.494,-8.13,0,0.0278,0.8640000000000001,0.0259,0.153,0.38299999999999995,144.10399999999998,215516.0,4,9
Christian L√∂ffler,Pastoral,55.0,0.163,0.191,-20.924,1,0.0365,0.937,0.9590000000000001,0.0961,0.0335,105.104,220630.0,3,1
Mark Ronson,Uptown Funk (feat. Bruno Mars) - Radio Edit,48.0,0.823,0.66,-4.698,1,0.10300000000000001,0.006809999999999999,2.7000000000000002e-05,0.26899999999999996,0.956,114.48899999999999,228493.0,4,9
Rosie Flores,Simple Case of the Blues,38.0,0.65,0.63,-6.787000000000001,0,0.04,0.278,8.55e-05,0.11900000000000001,0.74,107.69,218747.0,4,2
Ayron Jones,Take Me Away,57.0,0.475,0.8440000000000001,-4.448,0,0.0622,0.00011999999999999999,0.111,0.221,0.5539999999999999,156.136,246933.0,4,10
Dream Drop,Reckless Demon Youth,35.0,0.375,0.927,-5.385,0,0.12300000000000001,0.00011100000000000001,8.99e-06,0.193,0.414,183.998,183040.0,4,8
Langston Hughes,I Have Known Rivers,10.0,0.713,0.146,-14.163,1,0.54,0.784,,0.212,0.474,89.26700000000001,66490.0,5,5
Abby Wolfe,Take It Slow,40.0,0.6759999999999999,0.537,-7.974,1,0.0333,0.51,,0.0898,0.38799999999999996,88.001,181569.0,4,9
Eagles,Life in the Fast Lane - 2013 Remaster,72.0,0.667,0.755,-7.246,1,0.069,0.0966,6.94e-05,0.0523,0.883,109.535,4.77033333,4,10
Die Apokalyptischen Reiter,Tiki,34.0,0.408,0.943,-5.247000000000001,1,0.129,0.0058,0.642,0.34299999999999997,0.16,98.089,152252.0,4,8
Icon of Sin,Virtual Empire,33.0,0.494,0.958,-7.765,0,0.0511,0.0361,0.000226,0.387,0.313,145.055,352943.0,4,8
Spirit Adrift,Supernaut,32.0,0.425,0.925,-6.246,1,0.105,2.22e-05,0.0723,0.0973,0.313,118.066,282978.0,4,8
Shlomo Artzi,◊ú◊î◊¶◊ô◊ú ◊ê◊ï◊™◊ö,29.0,0.605,0.772,-6.678999999999999,0,0.0262,0.298,1.9600000000000002e-05,0.131,0.836,129.99,280360.0,4,10
Eric B. & Rakim,Microphone Fiend,48.0,0.586,0.795,-8.71,1,0.258,0.354,,0.187,0.6940000000000001,94.101,314600.0,4,5
"Kayla Nicole, Taylor Girlz",Bundles (feat. Taylor Girlz),78.0,0.9390000000000001,0.682,-5.931,1,0.306,0.0015199999999999999,,0.0552,0.584,130.02200000000002,2.5801,4,9
The Rapture,How Deep Is Your Love?,52.0,0.47200000000000003,0.826,-3.938,0,0.0594,0.000617,0.000713,0.187,0.132,122.32600000000001,385920.0,4,10
A Day To Remember,All I Want,64.0,0.349,0.981,-3.228,0,0.141,2.58e-05,,0.34299999999999997,0.207,160.042,202640.0,4,10
Morgan Evans,Love Is Real,58.0,0.645,0.732,-5.0889999999999995,1,0.0453,0.00853,2.62e-05,0.198,0.708,95.02,2.716216667,4,4
Habalyanim,◊©◊ï◊ë◊ô◊†◊ô◊°◊ò,15.0,0.522,0.769,-5.841,0,0.191,0.10400000000000001,0.00011399999999999999,0.0643,0.7929999999999999,189.803,240307.0,4,10
Wilco,Random Name Generator,39.0,0.621,0.9620000000000001,-6.468999999999999,1,0.0454,0.282,0.126,0.132,0.653,143.99,229489.0,4,6
DOECHII,Yucky Blucky Fruitcake,71.0,0.597,0.617,-7.482,0,0.282,0.46299999999999997,,0.66,0.889,97.92299999999999,4.592,4,9
Gabi Shoshan,◊ô◊ú◊ì◊î ◊ß◊ò◊†◊î,27.0,0.688,0.544,-11.392999999999999,0,0.037000000000000005,0.5760000000000001,0.000231,0.0894,0.633,135.231,240693.0,4,10
Brothers Osborne,I Don't Remember Me (Before You),61.0,0.614,0.614,-7.497000000000001,0,0.0314,0.10400000000000001,3.59e-05,0.10400000000000001,0.598,146.03,3.2113333330000002,4,4
Zero 9:36,Come Thru,51.0,0.613,0.86,-4.065,1,0.0425,0.0247,,0.43799999999999994,0.638,93.042,177227.0,4,10
Róisín O,Lose You to Love Me,47.0,0.349,0.0929,-15.315,1,0.0529,0.9440000000000001,,0.0864,0.293,176.17700000000002,3.96591667,3,0
DIIV,Skin Game,43.0,0.484,0.754,-6.3260000000000005,0,0.0383,0.00011,0.8059999999999999,0.12300000000000001,0.39899999999999997,124.971,265467.0,4,10
The Swellers,The Best I Ever Had,49.0,0.359,0.983,-3.69,0,0.0864,9.09e-05,3.54e-05,0.335,0.486,193.042,239560.0,4,10
Stalos & Oren Chen,◊ñ◊î ◊ú◊ê ◊¢◊ï◊©◊î ◊ú◊ô ◊õ◊ú◊ï◊ù,25.0,0.6809999999999999,0.929,-4.071000000000001,1,0.0324,0.214,,0.0375,0.7929999999999999,109.98200000000001,229933.0,4,9
Emery,Walls,46.0,0.27399999999999997,0.915,-5.2589999999999995,0,0.16699999999999998,0.0139,7.37e-05,0.161,0.419,169.16099999999997,203707.0,4,10
Lionel Richie,Stuck On You - Live,22.0,0.439,0.682,-9.044,1,0.042,0.113,1.1e-05,0.973,0.345,142.113,4.33955,4,9
Oren Barzilay,◊®◊ß ◊ê◊ï◊™◊ö,17.0,0.636,0.616,-9.267000000000001,1,0.0589,0.0521,5.14e-05,0.192,0.48,82.99,207030.0,4,10
Foo Fighters,All My Life,73.0,0.5770000000000001,0.604,-5.702999999999999,1,0.0495,0.000218,0.000579,0.47700000000000004,0.637,167.71900000000002,263440.0,4,10
Gucci Mane,Jumped Out the Whip (feat. A$AP Rocky),43.0,0.8109999999999999,0.46,-5.9239999999999995,1,0.35100000000000003,0.0694,,0.13,0.4,141.937,216373.0,4,5
"Luiz Bonfá, Panos Megarchiotis",Passeio No Rio - Arranged by Carlos Barbosa-Lima,40.0,0.5710000000000001,0.158,-16.835,1,0.0779,0.9640000000000001,0.919,0.10800000000000001,0.308,114.315,3.0682333330000002,4,7
Concha Piquer,Ojos verdes,35.0,0.6579999999999999,0.12,-9.397,0,0.136,0.983,,0.10099999999999999,0.278,104.208,198213.0,3,9
Supergrass,"Tales of Endurance, Pt. 4, 5 & 6",53.0,0.282,0.648,-7.604,0,0.0291,0.012,0.401,0.21600000000000003,0.11699999999999999,91.536,331427.0,4,1
The New Respects,Trouble,43.0,0.516,0.7,-5.621,1,0.0631,0.0182,,0.6890000000000001,0.34299999999999997,147.914,203187.0,4,10
Hadag Nahash,◊®◊°◊ô◊°◊ô◊ù ◊¢◊ú ◊î◊ó◊ï◊£,27.0,0.631,0.547,-8.488,0,0.11900000000000001,0.35,2.7000000000000002e-05,0.113,0.7190000000000001,164.988,204030.0,4,9
Julia Jacklin,Pressure To Party,48.0,0.47100000000000003,0.8109999999999999,-3.9560000000000004,1,0.0389,0.000125,4.0799999999999996e-05,0.11699999999999999,0.37,141.967,182307.0,4,6
Little G Weevil,Apple Picker (Acoustic),37.0,0.6920000000000001,0.102,-11.720999999999998,1,0.061,0.818,0.00328,0.337,0.475,114.13600000000001,336863.0,4,2
Lazy Queen,Self-care 101,17.0,0.415,0.774,-6.445,1,0.040999999999999995,0.00403,,0.205,0.466,87.415,320522.0,4,10
No Somos Marineros,Los Bajos Fondos,33.0,0.483,0.603,-9.907,1,0.0386,0.348,0.878,0.0911,0.0907,179.392,173107.0,3,10
Ghost Town Blues Band,Tip of My Hat (Live),33.0,0.799,0.73,-6.648,1,0.0414,0.29,9.740000000000001e-05,0.975,0.898,120.336,268650.0,4,2
"Keethan, Pavitra Krishnan, Shravan Sridhar",Seher,34.0,0.315,0.565,-8.667,1,0.0369,0.65,0.6709999999999999,0.107,0.0617,99.49,3.48,4,0
Amaranthe,Archangel,60.0,0.40700000000000003,0.9670000000000001,-7.104,1,0.0666,0.00031600000000000004,0.0014199999999999998,0.08900000000000001,0.22699999999999998,180.02700000000002,203373.0,4,8
Acollective,Happiest of All Memorial Days,37.0,0.41200000000000003,0.51,-8.276,0,0.0298,0.348,0.57,0.0787,0.23,147.904,281093.0,4,6
No Memories of Tomorrow,Graeme James,8.0,0.579,0.304,-14.270999999999999,0,0.0301,0.7509999999999999,0.0612,0.129,0.479,129.86700000000002,4.34655,4,0
The All-American Rejects,"Swing, Swing",68.0,0.5529999999999999,0.7170000000000001,-5.857,1,0.0318,6.48e-05,0.128,0.0385,0.318,127.947,233267.0,4,9
Nattali Rize,Indestructible,41.0,0.845,0.6809999999999999,-4.6930000000000005,0,0.111,0.265,,0.0519,0.654,86.001,183694.0,4,10
Apoorva Krishna,Tinky Winky,13.0,0.293,0.877,-4.172,1,0.0486,0.0849,0.392,0.0787,0.87,171.47,317784.0,4,6
Ronnie Robinson Trio,Pent-Up House,38.0,0.674,0.335,-13.902999999999999,1,0.0444,0.885,0.914,0.10099999999999999,0.662,168.74099999999999,2.303233333,3,7
Peled,◊ê◊ú◊§◊ô◊ù,41.0,0.706,0.679,-5.392,0,0.0803,0.5429999999999999,,0.371,0.5,113.038,195699.0,4,5
Tay Money,Asthma Pump (with Flo Milli),65.0,0.9079999999999999,0.6629999999999999,-4.032,1,0.359,0.0163,,0.287,0.39899999999999997,119.98299999999999,178973.0,4,5
Allegaeon,Concerto in Dm,35.0,0.556,0.9690000000000001,-3.778,1,0.0402,0.00011899999999999999,0.8290000000000001,0.37799999999999995,0.325,103.994,441035.0,4,8
Quami,Squeeze Me,17.0,0.6940000000000001,0.907,-3.8539999999999996,1,0.0458,0.0765,6.2e-05,0.13,0.573,114.98,290600.0,4,5
Oasis,Whatever,56.0,0.247,0.9129999999999999,-2.437,1,0.0388,0.0418,0.00839,0.257,0.34,91.15700000000001,382267.0,4,6
Ghost Iris,Coda,43.0,0.489,0.9940000000000001,-2.2359999999999998,0,0.113,2.05e-05,0.00683,0.33299999999999996,0.218,90.015,243000.0,4,8
Slowdive,Alison,60.0,0.276,0.449,-11.427999999999999,1,0.0375,0.00782,0.7829999999999999,0.10800000000000001,0.278,101.68700000000001,230987.0,4,6
Billie Eilish,I Didn't Change My Number,77.0,0.8490000000000001,0.48,-5.835,1,0.226,0.612,0.26899999999999996,0.295,0.677,142.02100000000002,2.64105,4,9
Garbage,Wolves - Edit,18.0,0.484,0.956,-6.388,0,0.0357,2.59e-05,0.705,0.257,0.643,145.004,219541.0,4,10
Britney Spears,Liar,40.0,0.59,0.7759999999999999,-5.272,0,0.0705,0.00705,1.6899999999999997e-05,0.414,0.81,159.946,3.2768833330000002,4,9
Ruff Sqwad,Functions On the Low,37.0,0.737,0.649,-7.709,0,0.142,0.816,0.147,0.201,0.579,139.961,282067.0,4,5
Shlomo Artzi,◊©◊ô◊†◊ï◊ô◊ô ◊û◊ñ◊í ◊î◊ê◊ï◊ï◊ô◊®,32.0,0.5429999999999999,0.606,-10.46,0,0.0361,0.312,,0.374,0.833,86.537,340680.0,4,10
Manal,Casa Con Diez Pinos,34.0,0.528,0.563,-6.975,1,0.040999999999999995,0.706,0.0155,0.149,0.652,168.403,254467.0,3,2
The Black Keys,Little Black Submarines,67.0,0.365,0.466,-7.513999999999999,1,0.0418,0.161,6.68e-06,0.106,0.48700000000000004,95.163,251267.0,4,10
Noah Cyrus,July,83.0,0.708,0.18600000000000003,-8.953,0,0.042,0.868,,0.0779,0.322,72.541,156106.0,4,9
Tomberlin,Wasted,55.0,0.765,0.563,-9.765,1,0.0397,0.42200000000000004,0.122,0.142,0.703,93.073,149423.0,4,6
The Yardbirds,Over Under Sideways Down - The Mono Album,46.0,0.529,0.861,-10.581,1,0.0784,0.292,0.225,0.314,0.387,96.52,142507.0,4,6
Wolfmother,Woman,60.0,0.191,0.948,-3.4960000000000004,0,0.217,2.78e-05,0.0864,0.0945,0.215,150.753,175667.0,4,10
Led Zeppelin,No Quarter - Remaster,56.0,0.33899999999999997,0.34,-14.377,1,0.0385,0.657,0.45899999999999996,0.375,0.11699999999999999,142.362,419133.0,4,10
Hollow Front,Falling Apart,48.0,0.534,0.9790000000000001,-3.645,0,0.0987,0.00292,,0.256,0.23600000000000002,119.993,244000.0,4,10
San Holo,"you‚Äôve changed, i‚Äôve changed",,0.41600000000000004,0.623,-7.898,1,0.045,0.121,0.00225,0.27,0.19399999999999998,130.175,311625.0,4,6
The Beatles,I Want To Hold Your Hand - Remastered 2015,72.0,0.49,0.715,-5.5489999999999995,1,0.0476,0.386,,0.311,0.866,130.726,145747.0,4,10
Beloved,Only Our Faces Hide,30.0,0.361,0.9540000000000001,-4.0969999999999995,1,0.0575,2e-05,0.223,0.309,0.17600000000000002,172.94400000000002,232853.0,4,10
The Cult,She Sells Sanctuary,69.0,0.55,0.765,-8.684,1,0.0287,4.76e-06,0.873,0.132,0.419,139.46,252533.0,4,10
Carach Angren,Franckensteina Strataemontanus,39.0,0.57,0.9159999999999999,-6.899,1,0.043,0.00439,0.138,0.135,0.359,100.041,183008.0,4,8
Damien,To The Moon,49.0,0.375,0.0412,-21.749000000000002,1,0.0444,0.995,0.96,0.107,0.127,100.74,171000.0,4,5
Fleshkiller,Parallel Kingdom,20.0,0.45,0.977,-4.172,1,0.122,4.26e-06,0.532,0.414,0.256,130.009,266222.0,3,8
Robert Counts,What Do I Know (feat. HARDY),52.0,0.5329999999999999,0.589,-6.14,1,0.0299,0.0405,,0.111,0.35100000000000003,140.049,208418.0,4,10
Edgar Winter's White Trash,Keep Playin' That Rock 'n' Roll,16.0,0.695,0.8640000000000001,-9.509,1,0.0344,0.0935,,0.222,0.9620000000000001,129.613,224707.0,4,2
Drake,What‚Äôs Next,87.0,0.7809999999999999,0.594,-6.959,0,0.0485,0.0136,,0.162,0.0628,129.895,178154.0,4,5
Julia Kent,Carapace,31.0,0.479,0.325,-14.01,0,0.0333,0.161,0.752,0.10400000000000001,0.222,132.046,211216.0,4,1
Michael Chapman,The Man Who Hated Mornings,33.0,0.551,0.58,-8.581,1,0.0363,0.493,0.0559,0.213,0.473,63.321000000000005,247224.0,4,2
"Arthur ""Big Boy"" Crudup",My Mama Don't Allow Me,30.0,0.621,0.11800000000000001,-14.222000000000001,1,0.0393,0.993,0.000878,0.12,0.474,93.08200000000001,190041.0,4,2
Big Brother & The Holding Company,Piece of My Heart,69.0,0.44299999999999995,0.727,-7.9510000000000005,1,0.145,0.263,0.00014099999999999998,0.16899999999999998,0.5660000000000001,160.82,253333.0,4,10
Timothy Kay Band,I'll Know,51.0,0.445,0.159,-14.159,1,0.0419,0.924,0.865,0.113,0.155,68.868,5.01885,4,7
Cody Johnson,Sad Songs and Waltzes (with Willie Nelson),54.0,0.546,0.35100000000000003,-8.279,1,0.0271,0.701,3.14e-06,0.0997,0.28300000000000003,105.79,211867.0,3,1
Britney Spears,Just Like Me,,0.753,0.591,-7.091,0,0.045,0.0741,1.87e-05,0.10800000000000001,0.563,101.941,2.7422166669999997,4,9
The Weeknd,Save Your Tears,93.0,0.68,0.826,-5.487,1,0.0309,0.0212,1.24e-05,0.5429999999999999,0.644,118.051,215627.0,4,9
SOJA,Something To Believe In,35.0,0.812,0.645,-5.044,1,0.0377,0.499,,0.0793,0.7240000000000001,139.974,209824.0,4,10
Best Friends Club,Evil Containment Wave (Part II),20.0,0.8140000000000001,0.569,-13.422,0,0.0796,0.5539999999999999,0.821,0.132,0.514,120.005,250000.0,4,9
Van Halen,Hot For Teacher,69.0,0.552,0.9470000000000001,-4.671,1,0.15,0.0006519999999999999,0.00025,0.0637,0.465,127.631,282747.0,4,10
Johnny Adams,It Ain't The Same Thing,12.0,0.9159999999999999,0.537,-9.302999999999999,0,0.0358,0.24100000000000002,0.000685,0.0549,0.9079999999999999,106.95100000000001,252907.0,4,2
Olivia Lunny,Sad To See You Happy,56.0,0.643,0.648,-5.734,1,0.0428,0.0139,,0.162,0.552,139.997,174921.0,4,9
Rand Aldo,Desert Parade,42.0,0.21100000000000002,0.109,-18.827,1,0.0371,0.882,0.937,0.0965,0.14400000000000002,106.225,3.14015,4,7
Merle Haggard,It's Not Love (But It's Not Bad),35.0,0.659,0.281,-13.564,1,0.0268,0.18899999999999997,,0.11199999999999999,0.518,108.287,3.35645,4,4
"Blxst, Tyga, Ty Dolla $ign",Chosen (feat. Ty Dolla $ign),82.0,0.5710000000000001,0.767,-5.16,1,0.287,0.336,,0.0809,0.605,93.421,2.69473333,4,9
MOSSS,Here If You Want (Pale Blue),54.0,0.7609999999999999,0.6,-7.348,1,0.0765,0.26899999999999996,0.8640000000000001,0.10800000000000001,0.557,96.015,199036.0,4,6
The Sounds,Painted By Numbers,47.0,0.475,0.807,-3.9589999999999996,0,0.0332,0.0136,6.74e-05,0.109,0.731,145.179,200000.0,4,10
The Lumineers,Ho Hey,75.0,0.682,0.47100000000000003,-9.182,1,0.0301,0.765,,0.0908,0.42100000000000004,79.907,163133.0,4,9
Charlotte Day Wilson,Take Care of You (feat. Syd),63.0,0.6829999999999999,0.486,-9.726,0,0.11,0.8220000000000001,0.0227,0.276,0.27899999999999997,126.985,213071.0,4,6
Lower Than Atlantis,Had Enough,45.0,0.561,0.823,-4.851,1,0.09699999999999999,0.0029,0.00016999999999999999,0.49200000000000005,0.525,93.50399999999999,200760.0,4,1
Jeris Johnson,One Night,54.0,0.625,0.778,-7.207000000000001,1,0.0642,0.00921,,0.10300000000000001,0.961,160.039,163492.0,4,1
Andi,Over,65.0,0.522,0.531,-6.459,0,0.215,0.09300000000000001,,0.43,0.149,94.225,153244.0,4,9
Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",80.0,0.601,0.532,-9.119,1,0.0286,0.43200000000000005,6.25e-06,0.0925,0.341,136.571,4.69355,4,10
The Ben Webster Quintet,Makin' Whoopee,40.0,0.529,0.0582,-19.131,1,0.0617,0.883,0.125,0.11599999999999999,0.35700000000000004,93.486,4.53155,4,7
The Allergies,Get Yourself Some,30.0,0.731,0.647,-7.937,0,0.0355,0.00487,,0.34,0.879,108.01700000000001,180707.0,4,2
Kings of Leon,Echoing,58.0,0.293,0.778,-5.581,1,0.034,0.0147,0.22699999999999998,0.102,0.24,147.882,217347.0,4,10
Shubha Mudgal,Awakning Main Sutti,1.0,0.276,0.659,-6.642,0,0.0352,0.0021899999999999997,4.4e-05,0.146,0.309,81.611,6.236083333,4,0
Galleons,Playing With Fire is Such a Clich√©,42.0,0.47100000000000003,0.925,-4.633,1,0.0598,0.000254,2.65e-05,0.35600000000000004,0.0768,100.012,303000.0,4,8
Zara Larsson,Morning,34.0,0.619,0.631,-6.018,1,0.10400000000000001,0.131,1.18e-06,0.24600000000000002,0.772,106.309,175305.0,4,9
A. K. Paul,Be Honest,38.0,0.8059999999999999,0.19699999999999998,-12.945,1,0.207,0.252,2.35e-06,0.0835,0.337,124.005,237027.0,4,6
Marilyn Manson,Third Day Of A Seven Day Binge,49.0,0.607,0.938,-3.072,1,0.0487,0.00228,0.000709,0.149,0.65,110.014,266702.0,4,8
Hadag Nahash,◊°◊¢!,40.0,0.83,0.8190000000000001,-4.78,0,0.0686,0.007409999999999999,5.45e-06,0.134,0.846,113.00200000000001,228117.0,4,5
Tori Harper,After Dark,46.0,0.647,0.512,-8.479,1,0.0381,0.856,,0.134,0.0716,111.95700000000001,4.13833333,4,0
Saint Sister,Causing Trouble - Kormac Remix,50.0,0.306,0.54,-7.196000000000001,1,0.0414,0.625,0.00454,0.152,0.147,75.382,227707.0,4,1
ISLAND,Do You Remember The Times,28.0,0.5720000000000001,0.9490000000000001,-3.498,1,0.0362,0.14,7.44e-05,0.0705,0.607,138.013,224840.0,4,1
Don Henley,Sunset Grill,48.0,0.557,0.5770000000000001,-12.175,1,0.027000000000000003,0.0796,2.3100000000000002e-05,0.0604,0.445,91.87700000000001,379000.0,4,10
"Mukesh, Lata Mangeshkar",Aa Ab Laut Chalen,23.0,0.293,0.5670000000000001,-7.705,0,0.0394,0.872,0.00212,0.44,0.669,146.359,4.3817833330000004,4,3
Ron Gallo,Kill the Medicine Man,32.0,0.41,0.823,-6.237,1,0.0655,0.0554,0.000215,0.154,0.284,90.471,153717.0,4,1
Thieves Like Us,Drugs in My Body,45.0,0.6890000000000001,0.657,-10.419,0,0.0449,0.00843,0.45899999999999996,0.15,0.802,116.87200000000001,216600.0,4,6
Dermot Kennedy,Shelter,,0.368,0.27399999999999997,-14.878,1,0.0413,0.956,0.0112,0.0658,0.0459,84.54899999999999,4.5,4,0
"Car, the garden",A Kid From Bathroom,23.0,0.616,0.754,-3.887,0,0.0404,0.324,0.00049,0.0897,0.484,113.959,163875.0,4,10
Sense Field,Dreams,23.0,0.505,0.659,-12.145999999999999,1,0.0256,0.0321,0.009859999999999999,0.11599999999999999,0.461,101.53,262600.0,1,10
Television,Venus,47.0,0.55,0.631,-11.493,1,0.0385,0.000898,0.18,0.0503,0.9079999999999999,114.553,229027.0,4,1
"Earth, Wind & Fire",September,80.0,0.6970000000000001,0.8320000000000001,-7.263999999999999,1,0.0298,0.168,0.00131,0.26899999999999996,0.9790000000000001,125.926,215093.0,4,10
The Foxies,Screws,38.0,0.5760000000000001,0.8290000000000001,-4.323,0,0.0593,0.00265,0.00515,0.304,0.652,167.99,165323.0,4,10
AJ Tracey,Kukoƒç (feat. NAV),68.0,0.741,0.851,-6.03,0,0.0672,0.207,,0.29600000000000004,0.84,141.987,195000.0,4,5
Type O Negative,Cinnamon Girl,45.0,0.484,0.9129999999999999,-5.942,1,0.045,0.13,0.78,0.0992,0.465,99.052,248333.0,4,8
Avril Lavigne,Head Above Water,69.0,0.578,0.6940000000000001,-5.351,1,0.0706,0.0112,,0.102,0.268,129.921,220850.0,4,9
Tempa T,Next Hype - Instrumental,19.0,0.8690000000000001,0.7609999999999999,-6.449,1,0.105,0.0016,0.8290000000000001,0.0736,0.281,139.97299999999998,239640.0,4,5
Viscera,Lamb to the Slaughter,33.0,0.423,0.958,-5.251,0,0.188,2.46e-05,0.127,0.38799999999999996,0.174,119.96700000000001,230500.0,4,8
Skating Polly,Hollywood Factory,30.0,0.605,0.722,-5.852,1,0.0517,0.47,0.00046100000000000004,0.10400000000000001,0.961,124.711,175053.0,4,1
"Samuel Lindon, Ensemble Cordes De La Mer",La Tour - Orchestral Version,44.0,0.179,0.059000000000000004,-18.992,0,0.0387,0.985,0.951,0.10099999999999999,0.0845,74.702,2.320266667,4,7
Black Pumas,Colors,66.0,0.546,0.696,-6.537000000000001,1,0.0335,0.0887,1.84e-05,0.195,0.596,89.882,246587.0,4,10
The Jesus and Mary Chain,April Skies,54.0,0.545,0.7170000000000001,-6.869,1,0.036000000000000004,0.00417,0.406,0.136,0.589,118.515,239621.0,4,10
Charlie Feathers,One Hand Loose,31.0,0.6609999999999999,0.762,-9.581,1,0.038,0.792,3.3799999999999995e-05,0.121,0.9109999999999999,89.292,144480.0,4,10
Chicocurlyhead,Modelo,47.0,0.594,0.6659999999999999,-5.237,0,0.21100000000000002,0.565,,0.0891,0.507,81.75,160244.0,4,5
